id,customer_id,region,month,cohort,segment,opening_mrr,new_mrr,expansion_mrr,contraction_mrr,churn_mrr,closing_mrr,channel,source_kind,scenario_id
SUB-012-07,SAAS-012,West,2026-07,2026-06,Scale,525,0,0,0,0,525,Partner,synthetic,planning-v2-seed-20260920
SUB-012-08,SAAS-012,West,2026-08,2026-06,Scale,525,0,0,0,0,525,Partner,synthetic,planning-v2-seed-20260920
SUB-012-09,SAAS-012,West,2026-09,2026-06,Scale,525,0,0,0,0,525,Partner,synthetic,planning-v2-seed-20260920
SUB-013-01,SAAS-013,Central,2026-01,2026-01,Growth,0,650,0,0,0,650,Outbound,synthetic,planning-v2-seed-20260920
SUB-013-02,SAAS-013,Central,2026-02,2026-01,Growth,650,0,100,0,0,750,Outbound,synthetic,planning-v2-seed-20260920
SUB-013-03,SAAS-013,Central,2026-03,2026-01,Growth,750,0,0,0,0,750,Outbound,synthetic,planning-v2-seed-20260920
SUB-013-04,SAAS-013,Central,2026-04,2026-01,Growth,750,0,0,0,0,750,Outbound,synthetic,planning-v2-seed-20260920
SUB-013-05,SAAS-013,Central,2026-05,2026-01,Growth,750,0,0,0,0,750,Outbound,synthetic,planning-v2-seed-20260920
SUB-013-06,SAAS-013,Central,2026-06,2026-01,Growth,750,0,0,0,0,750,Outbound,synthetic,planning-v2-seed-20260920
SUB-013-07,SAAS-013,Central,2026-07,2026-01,Growth,750,0,0,0,0,750,Outbound,synthetic,planning-v2-seed-20260920
SUB-013-08,SAAS-013,Central,2026-08,2026-01,Growth,750,0,0,0,0,750,Outbound,synthetic,planning-v2-seed-20260920
SUB-013-09,SAAS-013,Central,2026-09,2026-01,Growth,750,0,100,0,0,850,Outbound,synthetic,planning-v2-seed-20260920
SUB-014-02,SAAS-014,East,2026-02,2026-02,Enterprise,0,775,0,0,0,775,Inbound,synthetic,planning-v2-seed-20260920
SUB-014-03,SAAS-014,East,2026-03,2026-02,Enterprise,775,0,0,0,0,775,Inbound,synthetic,planning-v2-seed-20260920
SUB-014-04,SAAS-014,East,2026-04,2026-02,Enterprise,775,0,0,0,0,775,Inbound,synthetic,planning-v2-seed-20260920
SUB-014-05,SAAS-014,East,2026-05,2026-02,Enterprise,775,0,0,0,0,775,Inbound,synthetic,planning-v2-seed-20260920
SUB-014-06,SAAS-014,East,2026-06,2026-02,Enterprise,775,0,0,0,0,775,Inbound,synthetic,planning-v2-seed-20260920
SUB-014-07,SAAS-014,East,2026-07,2026-02,Enterprise,775,0,0,0,0,775,Inbound,synthetic,planning-v2-seed-20260920
SUB-014-08,SAAS-014,East,2026-08,2026-02,Enterprise,775,0,100,0,0,875,Inbound,synthetic,planning-v2-seed-20260920
SUB-014-09,SAAS-014,East,2026-09,2026-02,Enterprise,875,0,0,75,0,800,Inbound,synthetic,planning-v2-seed-20260920
SUB-015-03,SAAS-015,West,2026-03,2026-03,Scale,0,900,0,0,0,900,Partner,synthetic,planning-v2-seed-20260920
SUB-015-04,SAAS-015,West,2026-04,2026-03,Scale,900,0,0,0,0,900,Partner,synthetic,planning-v2-seed-20260920
SUB-015-05,SAAS-015,West,2026-05,2026-03,Scale,900,0,0,0,0,900,Partner,synthetic,planning-v2-seed-20260920
SUB-015-06,SAAS-015,West,2026-06,2026-03,Scale,900,0,0,0,0,900,Partner,synthetic,planning-v2-seed-20260920
SUB-015-07,SAAS-015,West,2026-07,2026-03,Scale,900,0,100,0,0,1000,Partner,synthetic,planning-v2-seed-20260920
SUB-015-08,SAAS-015,West,2026-08,2026-03,Scale,1000,0,0,75,0,925,Partner,synthetic,planning-v2-seed-20260920
SUB-015-09,SAAS-015,West,2026-09,2026-03,Scale,925,0,0,0,925,0,Partner,synthetic,planning-v2-seed-20260920
SUB-016-04,SAAS-016,Central,2026-04,2026-04,Growth,0,1025,0,0,0,1025,Outbound,synthetic,planning-v2-seed-20260920
SUB-016-05,SAAS-016,Central,2026-05,2026-04,Growth,1025,0,0,0,0,1025,Outbound,synthetic,planning-v2-seed-20260920
SUB-016-06,SAAS-016,Central,2026-06,2026-04,Growth,1025,0,100,0,0,1125,Outbound,synthetic,planning-v2-seed-20260920
SUB-016-07,SAAS-016,Central,2026-07,2026-04,Growth,1125,0,0,75,0,1050,Outbound,synthetic,planning-v2-seed-20260920
SUB-016-08,SAAS-016,Central,2026-08,2026-04,Growth,1050,0,0,0,1050,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-016-09,SAAS-016,Central,2026-09,2026-04,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-017-05,SAAS-017,East,2026-05,2026-05,Enterprise,0,1150,0,0,0,1150,Inbound,synthetic,planning-v2-seed-20260920
SUB-017-06,SAAS-017,East,2026-06,2026-05,Enterprise,1150,0,0,75,0,1075,Inbound,synthetic,planning-v2-seed-20260920
SUB-017-07,SAAS-017,East,2026-07,2026-05,Enterprise,1075,0,0,0,1075,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-017-08,SAAS-017,East,2026-08,2026-05,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-017-09,SAAS-017,East,2026-09,2026-05,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-018-06,SAAS-018,West,2026-06,2026-06,Scale,0,1275,0,0,0,1275,Partner,synthetic,planning-v2-seed-20260920
SUB-018-07,SAAS-018,West,2026-07,2026-06,Scale,1275,0,0,0,0,1275,Partner,synthetic,planning-v2-seed-20260920
SUB-018-08,SAAS-018,West,2026-08,2026-06,Scale,1275,0,0,0,0,1275,Partner,synthetic,planning-v2-seed-20260920
SUB-018-09,SAAS-018,West,2026-09,2026-06,Scale,1275,0,0,0,0,1275,Partner,synthetic,planning-v2-seed-20260920
SUB-019-01,SAAS-019,Central,2026-01,2026-01,Growth,0,1400,0,0,0,1400,Outbound,synthetic,planning-v2-seed-20260920
SUB-019-02,SAAS-019,Central,2026-02,2026-01,Growth,1400,0,0,0,0,1400,Outbound,synthetic,planning-v2-seed-20260920
SUB-019-03,SAAS-019,Central,2026-03,2026-01,Growth,1400,0,100,0,0,1500,Outbound,synthetic,planning-v2-seed-20260920
SUB-019-04,SAAS-019,Central,2026-04,2026-01,Growth,1500,0,0,75,0,1425,Outbound,synthetic,planning-v2-seed-20260920
SUB-019-05,SAAS-019,Central,2026-05,2026-01,Growth,1425,0,0,0,1425,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-019-06,SAAS-019,Central,2026-06,2026-01,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-019-07,SAAS-019,Central,2026-07,2026-01,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-019-08,SAAS-019,Central,2026-08,2026-01,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-019-09,SAAS-019,Central,2026-09,2026-01,Growth,0,0,0,0,0,0,Outbound,synthetic,planning-v2-seed-20260920
SUB-020-02,SAAS-020,East,2026-02,2026-02,Enterprise,0,1525,0,0,0,1525,Inbound,synthetic,planning-v2-seed-20260920
SUB-020-03,SAAS-020,East,2026-03,2026-02,Enterprise,1525,0,0,75,0,1450,Inbound,synthetic,planning-v2-seed-20260920
SUB-020-04,SAAS-020,East,2026-04,2026-02,Enterprise,1450,0,0,0,1450,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-020-05,SAAS-020,East,2026-05,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-020-06,SAAS-020,East,2026-06,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-020-07,SAAS-020,East,2026-07,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-020-08,SAAS-020,East,2026-08,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-020-09,SAAS-020,East,2026-09,2026-02,Enterprise,0,0,0,0,0,0,Inbound,synthetic,planning-v2-seed-20260920
SUB-021-03,SAAS-021,West,2026-03,2026-03,Scale,0,400,0,0,0,400,Partner,synthetic,planning-v2-seed-20260920
SUB-021-04,SAAS-021,West,2026-04,2026-03,Scale,400,0,0,0,0,400,Partner,synthetic,planning-v2-seed-20260920
SUB-021-05,SAAS-021,West,2026-05,2026-03,Scale,400,0,0,0,0,400,Partner,synthetic,planning-v2-seed-20260920
SUB-021-06,SAAS-021,West,2026-06,2026-03,Scale,400,0,0,0,0,400,Partner,synthetic,planning-v2-seed-20260920
SUB-021-07,SAAS-021,West,2026-07,2026-03,Scale,400,0,0,0,0,400,Partner,synthetic,planning-v2-seed-20260920
SUB-021-08,SAAS-021,West,2026-08,2026-03,Scale,400,0,100,0,0,500,Partner,synthetic,planning-v2-seed-20260920
SUB-021-09,SAAS-021,West,2026-09,2026-03,Scale,500,0,0,0,0,500,Partner,synthetic,planning-v2-seed-20260920
SUB-022-04,SAAS-022,Central,2026-04,2026-04,Growth,0,525,0,0,0,525,Outbound,synthetic,planning-v2-seed-20260920
SUB-022-05,SAAS-022,Central,2026-05,2026-04,Growth,525,0,0,0,0,525,Outbound,synthetic,planning-v2-seed-20260920
SUB-022-06,SAAS-022,Central,2026-06,2026-04,Growth,525,0,0,0,0,525,Outbound,synthetic,planning-v2-seed-20260920
SUB-022-07,SAAS-022,Central,2026-07,2026-04,Growth,525,0,100,0,0,625,Outbound,synthetic,planning-v2-seed-20260920
SUB-022-08,SAAS-022,Central,2026-08,2026-04,Growth,625,0,0,0,0,625,Outbound,synthetic,planning-v2-seed-20260920
SUB-022-09,SAAS-022,Central,2026-09,2026-04,Growth,625,0,0,0,0,625,Outbound,synthetic,planning-v2-seed-20260920
SUB-023-05,SAAS-023,East,2026-05,2026-05,Enterprise,0,650,0,0,0,650,Inbound,synthetic,planning-v2-seed-20260920
SUB-023-06,SAAS-023,East,2026-06,2026-05,Enterprise,650,0,100,0,0,750,Inbound,synthetic,planning-v2-seed-20260920
SUB-023-07,SAAS-023,East,2026-07,2026-05,Enterprise,750,0,0,0,0,750,Inbound,synthetic,planning-v2-seed-20260920
SUB-023-08,SAAS-023,East,2026-08,2026-05,Enterprise,750,0,0,0,0,750,Inbound,synthetic,planning-v2-seed-20260920
SUB-023-09,SAAS-023,East,2026-09,2026-05,Enterprise,750,0,0,0,0,750,Inbound,synthetic,planning-v2-seed-20260920
SUB-024-06,SAAS-024,West,2026-06,2026-06,Scale,0,775,0,0,0,775,Partner,synthetic,planning-v2-seed-20260920
SUB-024-07,SAAS-024,West,2026-07,2026-06,Scale,775,0,0,0,0,775,Partner,synthetic,planning-v2-seed-20260920
SUB-024-08,SAAS-024,West,2026-08,2026-06,Scale,775,0,0,0,0,775,Partner,synthetic,planning-v2-seed-20260920
SUB-024-09,SAAS-024,West,2026-09,2026-06,Scale,775,0,0,0,0,775,Partner,synthetic,planning-v2-seed-20260920
SUB-025-01,SAAS-025,Central,2026-01,2026-01,Growth,0,900,0,0,0,900,Outbound,synthetic,planning-v2-seed-20260920
SUB-025-02,SAAS-025,Central,2026-02,2026-01,Growth,900,0,0,0,0,900,Outbound,synthetic,planning-v2-seed-20260920
SUB-025-03,SAAS-025,Central,2026-03,2026-01,Growth,900,0,0,0,0,900,Outbound,synthetic,planning-v2-seed-20260920
SUB-025-04,SAAS-025,Central,2026-04,2026-01,Growth,900,0,100,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-025-05,SAAS-025,Central,2026-05,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-025-06,SAAS-025,Central,2026-06,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-025-07,SAAS-025,Central,2026-07,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-025-08,SAAS-025,Central,2026-08,2026-01,Growth,1000,0,0,0,0,1000,Outbound,synthetic,planning-v2-seed-20260920
SUB-025-09,SAAS-025,Central,2026-09,2026-01,Growth,1000,0,0,75,0,925,Outbound,synthetic,planning-v2-seed-20260920
SUB-026-02,SAAS-026,East,2026-02,2026-02,Enterprise,0,1025,0,0,0,1025,Inbound,synthetic,planning-v2-seed-20260920
SUB-026-03,SAAS-026,East,2026-03,2026-02,Enterprise,1025,0,100,0,0,1125,Inbound,synthetic,planning-v2-seed-20260920
SUB-026-04,SAAS-026,East,2026-04,2026-02,Enterprise,1125,0,0,0,0,1125,Inbound,synthetic,planning-v2-seed-20260920
SUB-026-05,SAAS-026,East,2026-05,2026-02,Enterprise,1125,0,0,0,0,1125,Inbound,synthetic,planning-v2-seed-20260920
SUB-026-06,SAAS-026,East,2026-06,2026-02,Enterprise,1125,0,0,0,0,1125,Inbound,synthetic,planning-v2-seed-20260920
SUB-026-07,SAAS-026,East,2026-07,2026-02,Enterprise,1125,0,0,0,0,1125,Inbound,synthetic,planning-v2-seed-20260920
SUB-026-08,SAAS-026,East,2026-08,2026-02,Enterprise,1125,0,0,75,0,1050,Inbound,synthetic,planning-v2-seed-20260920
SUB-026-09,SAAS-026,East,2026-09,2026-02,Enterprise,1050,0,0,0,0,1050,Inbound,synthetic,planning-v2-seed-20260920
SUB-027-03,SAAS-027,West,2026-03,2026-03,Scale,0,1150,0,0,0,1150,Partner,synthetic,planning-v2-seed-20260920
SUB-027-04,SAAS-027,West,2026-04,2026-03,Scale,1150,0,0,0,0,1150,Partner,synthetic,planning-v2-seed-20260920
SUB-027-05,SAAS-027,West,2026-05,2026-03,Scale,1150,0,0,0,0,1150,Partner,synthetic,planning-v2-seed-20260920
SUB-027-06,SAAS-027,West,2026-06,2026-03,Scale,1150,0,0,0,0,1150,Partner,synthetic,planning-v2-seed-20260920
SUB-027-07,SAAS-027,West,2026-07,2026-03,Scale,1150,0,0,75,0,1075,Partner,synthetic,planning-v2-seed-20260920
SUB-027-08,SAAS-027,West,2026-08,2026-03,Scale,1075,0,0,0,0,1075,Partner,synthetic,planning-v2-seed-20260920
SUB-027-09,SAAS-027,West,2026-09,2026-03,Scale,1075,0,100,0,0,1175,Partner,synthetic,planning-v2-seed-20260920
SUB-028-04,SAAS-028,Central,2026-04,2026-04,Growth,0,1275,0,0,0,1275,Outbound,synthetic,planning-v2-seed-20260920
SUB-028-05,SAAS-028,Central,2026-05,2026-04,Growth,1275,0,0,0,0,1275,Outbound,synthetic,planning-v2-seed-20260920
SUB-028-06,SAAS-028,Central,2026-06,2026-04,Growth,1275,0,0,75,0,1200,Outbound,synthetic,planning-v2-seed-20260920
SUB-028-07,SAAS-028,Central,2026-07,2026-04,Growth,1200,0,0,0,0,1200,Outbound,synthetic,planning-v2-seed-20260920
SUB-028-08,SAAS-028,Central,2026-08,2026-04,Growth,1200,0,100,0,0,1300,Outbound,synthetic,planning-v2-seed-20260920
SUB-028-09,SAAS-028,Central,2026-09,2026-04,Growth,1300,0,0,0,0,1300,Outbound,synthetic,planning-v2-seed-20260920
SUB-029-05,SAAS-029,East,2026-05,2026-05,Enterprise,0,1400,0,0,0,1400,Inbound,synthetic,planning-v2-seed-20260920
SUB-029-06,SAAS-029,East,2026-06,2026-05,Enterprise,1400,0,0,0,0,1400,Inbound,synthetic,planning-v2-seed-20260920
SUB-029-07,SAAS-029,East,2026-07,2026-05,Enterprise,1400,0,100,0,0,1500,Inbound,synthetic,planning-v2-seed-20260920
SUB-029-08,SAAS-029,East,2026-08,2026-05,Enterprise,1500,0,0,0,0,1500,Inbound,synthetic,planning-v2-seed-20260920
SUB-029-09,SAAS-029,East,2026-09,2026-05,Enterprise,1500,0,0,0,0,1500,Inbound,synthetic,planning-v2-seed-20260920
SUB-030-06,SAAS-030,West,2026-06,2026-06,Scale,0,1525,0,0,0,1525,Partner,synthetic,planning-v2-seed-20260920
SUB-030-07,SAAS-030,West,2026-07,2026-06,Scale,1525,0,0,0,0,1525,Partner,synthetic,planning-v2-seed-20260920
SUB-030-08,SAAS-030,West,2026-08,2026-06,Scale,1525,0,0,0,0,1525,Partner,synthetic,planning-v2-seed-20260920
SUB-030-09,SAAS-030,West,2026-09,2026-06,Scale,1525,0,0,0,0,1525,Partner,synthetic,planning-v2-seed-20260920
SUB-031-01,SAAS-031,Central,2026-01,2026-01,Growth,0,400,0,0,0,400,Outbound,synthetic,planning-v2-seed-20260920
SUB-031-02,SAAS-031,Central,2026-02,2026-01,Growth,400,0,0,0,0,400,Outbound,synthetic,planning-v2-seed-20260920
SUB-031-03,SAAS-031,Central,2026-03,2026-01,Growth,400,0,0,75,0,325,Outbound,synthetic,planning-v2-seed-20260920
SUB-031-04,SAAS-031,Central,2026-04,2026-01,Growth,325,0,0,0,0,325,Outbound,synthetic,planning-v2-seed-20260920
SUB-031-05,SAAS-031,Central,2026-05,2026-01,Growth,325,0,100,0,0,425,Outbound,synthetic,planning-v2-seed-20260920
SUB-031-06,SAAS-031,Central,2026-06,2026-01,Growth,425,0,0,0,0,425,Outbound,synthetic,planning-v2-seed-20260920
SUB-031-07,SAAS-031,Central,2026-07,2026-01,Growth,425,0,0,0,0,425,Outbound,synthetic,planning-v2-seed-20260920
SUB-031-08,SAAS-031,Central,2026-08,2026-01,Growth,425,0,0,0,0,425,Outbound,synthetic,planning-v2-seed-20260920
SUB-031-09,SAAS-031,Central,2026-09,2026-01,Growth,425,0,0,0,0,425,Outbound,synthetic,planning-v2-seed-20260920
