seller_id,month,quarter,amount,productive_fte,source_kind,scenario_id
S007,2026-08,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S007,2026-09,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S007,2026-10,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S007,2026-11,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S007,2026-12,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S008,2026-01,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-02,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-03,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-04,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-05,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-06,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-07,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-08,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-09,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-10,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-11,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S008,2026-12,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S009,2026-01,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-02,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-03,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-04,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-05,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-06,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-07,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-08,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-09,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-10,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-11,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S009,2026-12,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S010,2026-01,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-02,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-03,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-04,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-05,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-06,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-07,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-08,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-09,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-10,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-11,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S010,2026-12,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S011,2026-01,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-02,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-03,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-04,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-05,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-06,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-07,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-08,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-09,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-10,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-11,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S011,2026-12,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S012,2026-01,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-02,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-03,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-04,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-05,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-06,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-07,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-08,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-09,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-10,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-11,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S012,2026-12,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S013,2026-01,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-02,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-03,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-04,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-05,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-06,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-07,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-08,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-09,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-10,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-11,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S013,2026-12,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S014,2026-01,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-02,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-03,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-04,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-05,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-06,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-07,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-08,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-09,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-10,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-11,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S014,2026-12,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S015,2026-01,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-02,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-03,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-04,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-05,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-06,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-07,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-08,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-09,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-10,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-11,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S015,2026-12,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S016,2026-01,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-02,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-03,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-04,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-05,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-06,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-07,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-08,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-09,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-10,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-11,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S016,2026-12,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S017,2026-01,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-02,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-03,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-04,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-05,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-06,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-07,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-08,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-09,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-10,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-11,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S017,2026-12,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S018,2026-01,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-02,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-03,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-04,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-05,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-06,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-07,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-08,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-09,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-10,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-11,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S018,2026-12,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S019,2026-01,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-02,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-03,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-04,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-05,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-06,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-07,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-08,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-09,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-10,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-11,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S019,2026-12,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S020,2026-01,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-02,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-03,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-04,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-05,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-06,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-07,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-08,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-09,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-10,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-11,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S020,2026-12,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S021,2026-01,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-02,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-03,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-04,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-05,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-06,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-07,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-08,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-09,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-10,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-11,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S021,2026-12,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S022,2026-01,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-02,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-03,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-04,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-05,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-06,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-07,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-08,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-09,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-10,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-11,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S022,2026-12,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S023,2026-01,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-02,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-03,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-04,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-05,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-06,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-07,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-08,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-09,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-10,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-11,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S023,2026-12,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S024,2026-01,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-02,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-03,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-04,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-05,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-06,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-07,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-08,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-09,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-10,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-11,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S024,2026-12,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S025,2026-01,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-02,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-03,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-04,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-05,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-06,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-07,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-08,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-09,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-10,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-11,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S025,2026-12,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S026,2026-01,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-02,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-03,2026-Q1,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-04,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-05,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-06,2026-Q2,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-07,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-08,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-09,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-10,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-11,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S026,2026-12,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S027,2026-01,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-02,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-03,2026-Q1,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-04,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-05,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-06,2026-Q2,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-07,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-08,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-09,2026-Q3,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-10,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-11,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S027,2026-12,2026-Q4,44000,1,synthetic,planning-v2-seed-20260920
S028,2026-01,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-02,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-03,2026-Q1,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-04,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-05,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-06,2026-Q2,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-07,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-08,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-09,2026-Q3,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-10,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-11,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S028,2026-12,2026-Q4,50000,1,synthetic,planning-v2-seed-20260920
S029,2026-01,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-02,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-03,2026-Q1,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-04,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-05,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-06,2026-Q2,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-07,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-08,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-09,2026-Q3,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-10,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-11,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S029,2026-12,2026-Q4,56000,1,synthetic,planning-v2-seed-20260920
S030,2026-01,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-02,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-03,2026-Q1,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-04,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-05,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-06,2026-Q2,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-07,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-08,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-09,2026-Q3,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-10,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-11,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S030,2026-12,2026-Q4,32000,1,synthetic,planning-v2-seed-20260920
S031,2026-07,2026-Q3,12667,0.3333333333333333,synthetic,planning-v2-seed-20260920
S031,2026-08,2026-Q3,25333,0.6666666666666666,synthetic,planning-v2-seed-20260920
S031,2026-09,2026-Q3,38000,1,synthetic,planning-v2-seed-20260920
S031,2026-10,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S031,2026-11,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
S031,2026-12,2026-Q4,38000,1,synthetic,planning-v2-seed-20260920
